ACTION;WORDNET;WN_OFFSET;VERBNET;FRAMENET;NPC
drop finch;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop firestone;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop firework;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop first brick;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop fish;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop flashlight;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop flask;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop flat key;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop flint;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop flippers;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop food;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop fork;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop fruit;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop garlic;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop gigantic bowl;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop glasses;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop gloves;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop gores;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop grater;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop green;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop green rod;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop hair dryer;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop hammer;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop head;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop historical;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop hoard;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop honey;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop it;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop it and kit;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop it and pliers;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop jacket;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop jewelry;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop journal and key;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop key;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop key and brush;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop keys;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop kit;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop kitchen card;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop knapsack;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop knife;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop knife and crowbar;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop label;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop ladder;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop lamp;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop lantern;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop leaflet;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop letter;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop lockpick;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop lump;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop magazine;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop magnet;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop map;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop mask;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop match;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop matchbook;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop matchbox;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop matches;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop meter;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop microphone;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop mine;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop mirror;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop mousetrap;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop mud;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop multi;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop myrrh;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop nasty knife;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop necklace and dragon;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop net;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop newspaper;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop notice;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop nugget;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop ox;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pack;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop package;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop padlock;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pager;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop painting;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pan;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop paper;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop parchment;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop passbook;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pearl;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pencil;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop perfume;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop peridots;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop photo;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pickaxe;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pigeon;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pile;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pillow;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pin;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pipe;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop plans;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop plotter;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop plug;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pole;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop popcorn;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop portrait and bills;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pot;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pouch;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pump;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop pyramid;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop radio;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop radio and pole;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop red hat;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop remote control;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop ring;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop robe in shaft;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop room key;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop rope;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop rubies;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop rug;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop rune;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop rusty knife;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop sack;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop scarf;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop scrawled;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop screw;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop screwdriver;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop scroll;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop secateurs;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop shawm;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop shield;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop shim;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop shiny key;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop shovel;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop shroud;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop silver;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop skink;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop slip;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop small key;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop soap;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop spade;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop spectacles;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop spices;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop splinter;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop spoon;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop stand;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop statuette;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop stethoscope;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop stick;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop sticker;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop stone;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop stool and bucket;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop suit;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop sword;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop tea;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop teapot;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop teapot, rose, candy and gold key;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop telescope;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop them;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop thing;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop third brick;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop ticket;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop tin;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop torch;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop toupee;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop toy;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop trap;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop trident;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop umbrella;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop upper card;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop vase;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop vial;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop volcano in water;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop walkie;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop water;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop wet suit;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop whistle;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop wig;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop wine;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop wire;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop wrench;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop yo-yo;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop zipper;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
drop zm$100000;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
dungeon master, turn dial to 8 and press button;sequence.n.02;n05044822;;2135;1
dungeon master, wait;wait.v.01;v02637938;exist-47.1-1;;1
e;travel.v.01;v01835496;run-51.3.2;7;0
east;travel.v.01;v01835496;run-51.3.2;7;0
eat bar;eat.v.01;v01168468;eat-39.1-1;263;0
eat beef;eat.v.01;v01168468;eat-39.1-1;263;0
eat berries;eat.v.01;v01168468;eat-39.1-1;263;0
eat blue cake;eat.v.01;v01168468;eat-39.1-1;263;0
eat bread;eat.v.01;v01168468;eat-39.1-1;263;0
eat brown goo;eat.v.01;v01168468;eat-39.1-1;263;0
eat food;eat.v.01;v01168468;eat-39.1-1;263;0
eat fruit;eat.v.01;v01168468;eat-39.1-1;263;0
eat gigantic quantity of just-right porridge;eat.v.01;v01168468;eat-39.1-1;263;0
eat green;eat.v.01;v01168468;eat-39.1-1;263;0
eat green goo;eat.v.01;v01168468;eat-39.1-1;263;0
eat it;eat.v.01;v01168468;eat-39.1-1;263;0
eat peanuts;eat.v.01;v01168468;eat-39.1-1;263;0
eat red goo;eat.v.01;v01168468;eat-39.1-1;263;0
eat stew;eat.v.01;v01168468;eat-39.1-1;263;0
eat tablet;eat.v.01;v01168468;eat-39.1-1;263;0
eat tiny bowl of porridge;eat.v.01;v01168468;eat-39.1-1;263;0
eat toadstone;eat.v.01;v01168468;eat-39.1-1;263;0
echo;say.v.08;v00979870;say-37.7-1;6;0
eddie, hello;say.v.08;v00979870;say-37.7-1;6;0
egdelp cabinet;;;;;0
egdelp golem;;;;;0
empty pot;empty.v.01;v00449692;clear-10.3-1,other_cos-45.4;58;0
empty torch;empty.v.01;v00449692;clear-10.3-1,other_cos-45.4;58;0
empty zipper into sack;empty.v.01;v00449692;clear-10.3-1,other_cos-45.4;58;0
enjoy poetry;enjoy.v.01;v01820302;admire-31.2-1;2045;0
enter;enter.v.01;v02016523;escape-51.1-1;;0
enter access panel;enter.v.01;v02016523;escape-51.1-1;;0
enter boat;enter.v.01;v02016523;escape-51.1-1;;0
enter cab;enter.v.01;v02016523;escape-51.1-1;;0
enter car;enter.v.01;v02016523;escape-51.1-1;;0
enter cloud;enter.v.01;v02016523;escape-51.1-1;;0
enter coffin;enter.v.01;v02016523;escape-51.1-1;;0
enter curtain;enter.v.01;v02016523;escape-51.1-1;;0
enter dish;enter.v.01;v02016523;escape-51.1-1;;0
enter door;enter.v.01;v02016523;escape-51.1-1;;0
enter dory;enter.v.01;v02016523;escape-51.1-1;;0
enter dumb waiter;enter.v.01;v02016523;escape-51.1-1;;0
enter gazebo;enter.v.01;v02016523;escape-51.1-1;;0
enter handcar;enter.v.01;v02016523;escape-51.1-1;;0
enter hole;enter.v.01;v02016523;escape-51.1-1;;0
enter inflow pipe;enter.v.01;v02016523;escape-51.1-1;;0
enter outflow pipe;enter.v.01;v02016523;escape-51.1-1;;0
enter pram;enter.v.01;v02016523;escape-51.1-1;;0
enter pub;enter.v.01;v02016523;escape-51.1-1;;0
enter right end of plank;enter.v.01;v02016523;escape-51.1-1;;0
enter roller;enter.v.01;v02016523;escape-51.1-1;;0
enter shack;enter.v.01;v02016523;escape-51.1-1;;0
enter shower;enter.v.01;v02016523;escape-51.1-1;;0
enter square;enter.v.01;v02016523;escape-51.1-1;;0
enter stall;enter.v.01;v02016523;escape-51.1-1;;0
enter tardis;enter.v.01;v02016523;escape-51.1-1;;0
enter waterfall;enter.v.01;v02016523;escape-51.1-1;;0
enter white door;enter.v.01;v02016523;escape-51.1-1;;0
enter window;enter.v.01;v02016523;escape-51.1-1;;0
erase line between b and r;erase.v.02;v01548718;wipe_manner-10.4.1-1;;0
erase line between m and v;erase.v.02;v01548718;wipe_manner-10.4.1-1;;0
espnis idol;;;;;0
espnis thug;;;;;0
examine air tank;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine arthur;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine ash;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine axe;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine ball;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine bandage;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine barrels;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine barrow;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine bench;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine bird;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine blossoms;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine blue carpet;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine blue statuette;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine boats;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine body;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine bones;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine book;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine bookcase;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine boots;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine bottle;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine boulders;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine box;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine boy;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine bridge;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine bubble;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine cage;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine card;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine carvings;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine cauldron;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine chair;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine charles;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine chasm;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine children;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine coconuts;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine coffin;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine coin;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine compressor;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine computer;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine corpse;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine cottage;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine crabs;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine crypt;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine cups;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine cylinder;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine dagger;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine diagram;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine dial;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine dining table;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine dish;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine dog;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine door;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine dresser;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine drill;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine dusty book;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine dynamite;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine electrodes;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine emerald;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine enclosure;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine fawkes;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine fence;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine film projector;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine fin;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine fireplace;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine floor;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine flytrap;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine fusebox;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine garlic;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine glass case;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine gnomon;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine goblin;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine grimoire;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine headphones;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine herbs;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
examine hive;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
